assets,metadata,price_data,product_url,stock,title
"{'video': [], 'view360': [], 'main_image': 'https://apteka-ot-sklada.ru/images/goods/596242864.jpg', 'set_images': ['https://apteka-ot-sklada.ru/images/goods/596242864.jpg']}",{'description': 'Лекарственная форма  подгузники для девочек  Состав  анатомическая форма  Фармакологическое действие  специальное расположение впитывающего слоя для девочек; ультрамягкие; позволяют коже дышать; до 12 часов сухости  Особенности продажи  Без лицензии  Показания  для девочек /5-9 кг'},"{'current': '2 107.10', 'original': '2 107.10'}",https://apteka-ot-sklada.ru/catalog/Podguzniki-Huggies-ultra-comfort-dlya-devochek-_razmer-3_-5_9-kg-N-94_596242864,True,Подгузники Huggies ultra comfort для девочек (размер 3) 5-9 кг N 94
